,id,nummer,konklusion,vedtaget,kommentar,mødeid,typeid,sagstrinid,opdateringsdato,møde_titel,møde_status,møde_type,møde_periode_startdato,møde_periode_slutdato,møde_periode_type,type,sagstrin_titel,sagstrin_status,sagstrin_type,sagstrin_sag_type,sagstrin_sag_kategori,sagstrin_sag_status,sagstrin_sag_titel,sagstrin_sag_titelkort,sagstrin_periode_start,sagstrin_periode_slut,sagstrin_periode_type,merged,year
7890,7967,349,"Forslaget blev forkastet. For stemte 26 (RV, SF, EL, ALT og Sikandar Siddique (UFG)), imod stemte 69 (S, V, DF, KF, NB og LA), hverken for eller imod stemte 0.",False,,9722,3,213381.0,2021-04-19T11:20:16.34,Møde i salen,Under forberedelse,Møde i salen,2019-10-01T12:00:00,2020-10-06T12:00:00,samling,Forslag til vedtagelse,Behandling,Behandlet,[10 'Behandling' '2014-10-07T14:16:46.733'],Forslag til vedtagelse,,Forkastet,"Folketinget konstaterer, at overbelægget i de danske fængsler er en usund udvikling, og at det kan nedbringes. Samtidig finder Folketinget, at dømte bør afsone tættest på det sted, hvor de skal resocialiseres. Folketinget finder derfor, at det er målet, at flest mulige udvisningsdømte udlændinge skal afsone deres straf i hjemlandet, hvis det kan lade sig gøre. Denne forpligtigelse gælder begge veje, og derfor har Danmark også en forpligtigelse til at sikre, at egne statsborgere afsoner i Danmark.
Folketinget konstaterer, at regeringen arbejder målrettet for at oprette eller leje fængselspladser i udlandet. Det er vigtigt, at gældende konventioner og de internationale fængselsregler overholdes, ligesom Danmark bør bistå med og dele sin viden om resocialisering, i forbindelse med oprettelsen af eventuelle pladser.",Om forhandlingerne med andre lande om fængselspladser.,2019-10-01T12:00:00,2020-10-06T12:00:00,samling,"Forslaget blev forkastet. For stemte 26 (RV, SF, EL, ALT og Sikandar Siddique (UFG)), imod stemte 69 (S, V, DF, KF, NB og LA), hverken for eller imod stemte 0.,Folketinget konstaterer, at overbelægget i de danske fængsler er en usund udvikling, og at det kan nedbringes. Samtidig finder Folketinget, at dømte bør afsone tættest på det sted, hvor de skal resocialiseres. Folketinget finder derfor, at det er målet, at flest mulige udvisningsdømte udlændinge skal afsone deres straf i hjemlandet, hvis det kan lade sig gøre. Denne forpligtigelse gælder begge veje, og derfor har Danmark også en forpligtigelse til at sikre, at egne statsborgere afsoner i Danmark.
Folketinget konstaterer, at regeringen arbejder målrettet for at oprette eller leje fængselspladser i udlandet. Det er vigtigt, at gældende konventioner og de internationale fængselsregler overholdes, ligesom Danmark bør bistå med og dele sin viden om resocialisering, i forbindelse med oprettelsen af eventuelle pladser.,Om forhandlingerne med andre lande om fængselspladser.",2019
7891,7968,350,"Forslaget blev forkastet. For stemte 11 (DF og NB), imod stemte 84 (S, V, RV, SF, EL, KF, LA, ALT og Sikandar Siddique (UFG)), hverken for eller imod stemte 0.",False,,9722,3,213383.0,2021-04-19T11:21:02.807,Møde i salen,Under forberedelse,Møde i salen,2019-10-01T12:00:00,2020-10-06T12:00:00,samling,Forslag til vedtagelse,Behandling,Behandlet,[10 'Behandling' '2014-10-07T14:16:46.733'],Forslag til vedtagelse,,Forkastet,"Folketinget konstaterer, at skiftende politiske flertal har været med til at skabe en virkelighed for vores land, hvor udlændinges kriminalitet tolereres.
Det konstateres, at den stigende kriminalitet i de muslimske parallelsamfund er et uacceptabelt svigt af danskerne. Trygheden for danskerne skal tilbage, hvorfor udlændingepolitikken må løses fra bunden.
Folketinget opfordrer regeringen til, at antallet af uintegrerbare udlændinge reduceres kraftig og hurtigt, og at udlændinge uden undtagelse fanges, dømmes og sendes ud af Danmark konsekvent efter første dom – og aldrig lukkes ind igen. På den måde vil hverdagsterroren i vores land aftage.
Der opfordres til, at udlændinge ikke afsoner deres straf i danske fængsler, hvor de er voldelige over for personalet, og hvor de lægger beslag på alt for mange ressourcer, der kan bruges bedre på det kriminalpræventive arbejde med danske fanger. Udlændinge skal straks sende ud af Danmark efter deres dom og afsone i et lejet fængsel i udlandet.",Om forhandlingerne med andre lande om fængselspladser.,2019-10-01T12:00:00,2020-10-06T12:00:00,samling,"Forslaget blev forkastet. For stemte 11 (DF og NB), imod stemte 84 (S, V, RV, SF, EL, KF, LA, ALT og Sikandar Siddique (UFG)), hverken for eller imod stemte 0.,Folketinget konstaterer, at skiftende politiske flertal har været med til at skabe en virkelighed for vores land, hvor udlændinges kriminalitet tolereres.
Det konstateres, at den stigende kriminalitet i de muslimske parallelsamfund er et uacceptabelt svigt af danskerne. Trygheden for danskerne skal tilbage, hvorfor udlændingepolitikken må løses fra bunden.
Folketinget opfordrer regeringen til, at antallet af uintegrerbare udlændinge reduceres kraftig og hurtigt, og at udlændinge uden undtagelse fanges, dømmes og sendes ud af Danmark konsekvent efter første dom – og aldrig lukkes ind igen. På den måde vil hverdagsterroren i vores land aftage.
Der opfordres til, at udlændinge ikke afsoner deres straf i danske fængsler, hvor de er voldelige over for personalet, og hvor de lægger beslag på alt for mange ressourcer, der kan bruges bedre på det kriminalpræventive arbejde med danske fanger. Udlændinge skal straks sende ud af Danmark efter deres dom og afsone i et lejet fængsel i udlandet.,Om forhandlingerne med andre lande om fængselspladser.",2019
7892,7969,351,"Forslaget blev forkastet. For stemte 27 (S), imod stemte 68 (V, DF, RV, SF, EL, KF, NB, LA, ALT og Sikandar Siddique (UFG)), hverken for eller imod stemte 0.",False,,9722,3,213364.0,2021-04-19T11:25:08.827,Møde i salen,Under forberedelse,Møde i salen,2019-10-01T12:00:00,2020-10-06T12:00:00,samling,Forslag til vedtagelse,Behandling,Behandlet,[10 'Behandling' '2014-10-07T14:16:46.733'],Forslag til vedtagelse,,Forkastet,"Folketinget noterer sig, at Danmark og Europa står over for en varig migrationsudfordring, som det nuværende asylsystem ikke er i stand til at håndtere. Mennesker på flugt udsætter sig selv for livsfare. Kyniske menneskesmuglere tjener milliarder på andres ulykker. Og de svageste lades i stikken i nærområderne.
Det nuværende system skaber også problemer i Danmark. For mange er kommet ind i Danmark uden at blive en del af Danmark. Det presser sammenhængskraften.
Vi har brug for et mere retfærdigt og holdbart system, hvor adgangen til Europa og Danmark kontrolleres af Europa og Danmark og ikke af menneskesmuglerne.
Folketinget konstaterer derfor med tilfredshed, at regeringen arbejder målrettet for et nyt asylsystem, som skal bryde incitamentet bag folks farefulde færd til Europa ved at flytte asylsagsbehandlingen til et modtagelsescenter uden for Europa.","Om at flygtninge- og migrantstrømmen fra Tyrkiet stoppes, inden den når ind over Danmarks grænser.",2019-10-01T12:00:00,2020-10-06T12:00:00,samling,"Forslaget blev forkastet. For stemte 27 (S), imod stemte 68 (V, DF, RV, SF, EL, KF, NB, LA, ALT og Sikandar Siddique (UFG)), hverken for eller imod stemte 0.,Folketinget noterer sig, at Danmark og Europa står over for en varig migrationsudfordring, som det nuværende asylsystem ikke er i stand til at håndtere. Mennesker på flugt udsætter sig selv for livsfare. Kyniske menneskesmuglere tjener milliarder på andres ulykker. Og de svageste lades i stikken i nærområderne.
Det nuværende system skaber også problemer i Danmark. For mange er kommet ind i Danmark uden at blive en del af Danmark. Det presser sammenhængskraften.
Vi har brug for et mere retfærdigt og holdbart system, hvor adgangen til Europa og Danmark kontrolleres af Europa og Danmark og ikke af menneskesmuglerne.
Folketinget konstaterer derfor med tilfredshed, at regeringen arbejder målrettet for et nyt asylsystem, som skal bryde incitamentet bag folks farefulde færd til Europa ved at flytte asylsagsbehandlingen til et modtagelsescenter uden for Europa.,Om at flygtninge- og migrantstrømmen fra Tyrkiet stoppes, inden den når ind over Danmarks grænser.",2019
7893,7970,352,"Forslaget blev forkastet. For stemte 11 (DF og NB), imod stemte 84 (S, V, RV, SF, EL, KF, LA, ALT og Sikandar Siddique (UFG)), hverken for eller imod stemte 0.",False,,9722,3,213361.0,2021-04-19T11:26:02.77,Møde i salen,Under forberedelse,Møde i salen,2019-10-01T12:00:00,2020-10-06T12:00:00,samling,Forslag til vedtagelse,Behandling,Behandlet,[10 'Behandling' '2014-10-07T14:16:46.733'],Forslag til vedtagelse,,Forkastet,"Folketinget konstaterer, at Danmark og Europa står over for en voldsom migrantudfordring, hvor 100.000 migranter sidder strandet i Grækenland og den tyrkiske præsident Erdogan bruger åbning af de tyrkiske grænser for nye migrantstrømme som et politisk våben over for EU. Endvidere står vi over for en meget bekymrende demografisk udvikling, hvor befolkningstallet vokser voldsomt i Afrika og Mellemøsten og millioner af mennesker herfra ønsker at rejse til Europa.

Folketinget fastslår, at Danmark som en selvstændig nation til enhver tid skal være i stand til at styre, hvem der kommer her til landet. 

Derfor pålægger Folketinget regeringen at sikre dansk støtte til EU's ydre grænse, at sikre det fornødne beredskab ved den danske grænse, så nødbremsen kan aktiveres med kort varsel, og at arbejde for et nyt asylsystem, hvor man ikke har ret til at søge asyl i Danmark, når man kommer hertil fra et sikkert land.","Om at flygtninge- og migrantstrømmen fra Tyrkiet stoppes, inden den når ind over Danmarks grænser.",2019-10-01T12:00:00,2020-10-06T12:00:00,samling,"Forslaget blev forkastet. For stemte 11 (DF og NB), imod stemte 84 (S, V, RV, SF, EL, KF, LA, ALT og Sikandar Siddique (UFG)), hverken for eller imod stemte 0.,Folketinget konstaterer, at Danmark og Europa står over for en voldsom migrantudfordring, hvor 100.000 migranter sidder strandet i Grækenland og den tyrkiske præsident Erdogan bruger åbning af de tyrkiske grænser for nye migrantstrømme som et politisk våben over for EU. Endvidere står vi over for en meget bekymrende demografisk udvikling, hvor befolkningstallet vokser voldsomt i Afrika og Mellemøsten og millioner af mennesker herfra ønsker at rejse til Europa.

Folketinget fastslår, at Danmark som en selvstændig nation til enhver tid skal være i stand til at styre, hvem der kommer her til landet. 

Derfor pålægger Folketinget regeringen at sikre dansk støtte til EU's ydre grænse, at sikre det fornødne beredskab ved den danske grænse, så nødbremsen kan aktiveres med kort varsel, og at arbejde for et nyt asylsystem, hvor man ikke har ret til at søge asyl i Danmark, når man kommer hertil fra et sikkert land.,Om at flygtninge- og migrantstrømmen fra Tyrkiet stoppes, inden den når ind over Danmarks grænser.",2019
7894,7971,353,"Forslaget blev forkastet. For stemte 31 (V, KF og LA), imod stemte 56 (S, RV, SF, EL, NB, ALT og Sikandar Siddique (UFG)), hverken for eller imod stemte 8 (DF).",False,,9722,3,213373.0,2021-04-19T11:26:46.887,Møde i salen,Under forberedelse,Møde i salen,2019-10-01T12:00:00,2020-10-06T12:00:00,samling,Forslag til vedtagelse,Behandling,Behandlet,[10 'Behandling' '2014-10-07T14:16:46.733'],Forslag til vedtagelse,,Forkastet,"Folketinget konstaterer, at Danmark og Europa står over for en migrationsudfordring, hvor 100.000 flygtninge sidder strandet i Grækenland.
Folketinget konstaterer, at der fortsat er opbakning til den humanitære støtte, som Danmark har bidraget med til Grækenlands flygtningelejre og til Grækenlands styrkelse af EU’s ydre grænser.
Folketinget pålægger regeringen at sikre EU’s ydre grænse og sammen med stats- og regeringscheferne i EU målrettet at arbejde for en overholdelse af Tyrkiet-aftalen.
Folketinget pålægger desuden regeringen at arbejde videre for at realisere det visionspapir, den tidligere borgerlige regering indgik med Østrig, der skal sikre, at asylansøgere søger asyl i det første sikre land.
Endelig pålægger Folketinget regeringen at forberede en aktivering af nødbremsen, så vi med 1 døgns varsel kan lade den træde i kraft, hvis tilstrømningen stiger.","Om at flygtninge- og migrationsstrømmen fra Tyrkiet stoppes, inden den når ind over Danmarks grænser.",2019-10-01T12:00:00,2020-10-06T12:00:00,samling,"Forslaget blev forkastet. For stemte 31 (V, KF og LA), imod stemte 56 (S, RV, SF, EL, NB, ALT og Sikandar Siddique (UFG)), hverken for eller imod stemte 8 (DF).,Folketinget konstaterer, at Danmark og Europa står over for en migrationsudfordring, hvor 100.000 flygtninge sidder strandet i Grækenland.
Folketinget konstaterer, at der fortsat er opbakning til den humanitære støtte, som Danmark har bidraget med til Grækenlands flygtningelejre og til Grækenlands styrkelse af EU’s ydre grænser.
Folketinget pålægger regeringen at sikre EU’s ydre grænse og sammen med stats- og regeringscheferne i EU målrettet at arbejde for en overholdelse af Tyrkiet-aftalen.
Folketinget pålægger desuden regeringen at arbejde videre for at realisere det visionspapir, den tidligere borgerlige regering indgik med Østrig, der skal sikre, at asylansøgere søger asyl i det første sikre land.
Endelig pålægger Folketinget regeringen at forberede en aktivering af nødbremsen, så vi med 1 døgns varsel kan lade den træde i kraft, hvis tilstrømningen stiger.,Om at flygtninge- og migrationsstrømmen fra Tyrkiet stoppes, inden den når ind over Danmarks grænser.",2019
7895,7972,355,"Forslaget blev vedtaget. For stemte 95 (S, V, DF, RV, SF, EL, KF, NB, LA, ALT og Sikandar Siddique (UFG)), imod stemte 0, hverken for eller imod stemte 0. ",True,,9722,3,213429.0,2021-04-19T11:38:12.973,Møde i salen,Under forberedelse,Møde i salen,2019-10-01T12:00:00,2020-10-06T12:00:00,samling,Forslag til vedtagelse,Behandling,Behandlet,[10 'Behandling' '2014-10-07T14:16:46.733'],Forslag til vedtagelse,,Vedtaget,"Folketinget anerkender og påskønner regionernes indsats for at levere en samlet plan for oprydning efter generationsforureningerne. Der er tale om omkostningstunge forureninger, som regionerne ikke kan håndtere inden for de nuværende bevillinger. 

Folketinget pålægger regeringen at arbejde for hurtigst muligt at finde nødvendig finansiering til oprydning af generationsforureninger med udgangspunkt i regionernes faglige prioritering.

Det er afgørende, at der sikres en ekstra og adskilt bevilling, sådan at den nuværende finansiering af jordforureningsområdet målrettes indsatsen til beskyttelse af grundvand, natur og sundheden fra de mange mindre jordforureninger, som også kræver en hurtig indsats.",Om håndtering af generationsforureninger og øvrige jordforureninger.,2019-10-01T12:00:00,2020-10-06T12:00:00,samling,"Forslaget blev vedtaget. For stemte 95 (S, V, DF, RV, SF, EL, KF, NB, LA, ALT og Sikandar Siddique (UFG)), imod stemte 0, hverken for eller imod stemte 0. ,Folketinget anerkender og påskønner regionernes indsats for at levere en samlet plan for oprydning efter generationsforureningerne. Der er tale om omkostningstunge forureninger, som regionerne ikke kan håndtere inden for de nuværende bevillinger. 

Folketinget pålægger regeringen at arbejde for hurtigst muligt at finde nødvendig finansiering til oprydning af generationsforureninger med udgangspunkt i regionernes faglige prioritering.

Det er afgørende, at der sikres en ekstra og adskilt bevilling, sådan at den nuværende finansiering af jordforureningsområdet målrettes indsatsen til beskyttelse af grundvand, natur og sundheden fra de mange mindre jordforureninger, som også kræver en hurtig indsats.,Om håndtering af generationsforureninger og øvrige jordforureninger.",2019
7896,7973,354,"Forslaget blev forkastet. For stemte 26 (RV, SF, EL, ALT og Sikandar Siddique (UFG)), imod stemte 69 (S, V, DF, KF, NB og LA), hverken for eller imod stemte 0.",False,,9722,3,213367.0,2021-04-19T11:39:39.703,Møde i salen,Under forberedelse,Møde i salen,2019-10-01T12:00:00,2020-10-06T12:00:00,samling,Forslag til vedtagelse,Behandling,Behandlet,[10 'Behandling' '2014-10-07T14:16:46.733'],Forslag til vedtagelse,,Forkastet,"Folketinget konstaterer, at regeringen aktivt bør søge, at flygtninge- og migrantkrisen løses i et internationalt forpligtende samarbejde, hvor Danmark skal spille en aktiv rolle og til enhver tid respektere de internationale konventioner.
Historisk mange mennesker er på flugt. Men det nuværende asylsystem fungerer langt fra hverken retfærdigt eller hensigtsmæssigt. Det er bl.a. med til at understøtte en industri af menneskesmuglere, der udnytter andres ulykke, og hvor mange flygtninge udsættes for vold og overgreb eller mister livet på rejsen over Middelhavet. Folketinget konstaterer, at regeringen aktivt søger international tilslutning til et fremtidigt og mere humant asylsystem inden for gældende international ret.
På baggrund af det nuværende niveau for antallet af opholdstilladelser med henblik på asyl og familiesammenføring konstaterer Folketinget, at regeringen allerede i 2019 startede med at modtage en mindre gruppe særligt behandlingskrævende kvoteflygtninge, og at modtagelsen af kvoteflygtninge med særligt fokus på kvinder og børn kan genoptages i 2020.","Om at flygtninge- og migrantstrømmen fra Tyrkiet stoppes, inden den når ind over Danmarks grænser.",2019-10-01T12:00:00,2020-10-06T12:00:00,samling,"Forslaget blev forkastet. For stemte 26 (RV, SF, EL, ALT og Sikandar Siddique (UFG)), imod stemte 69 (S, V, DF, KF, NB og LA), hverken for eller imod stemte 0.,Folketinget konstaterer, at regeringen aktivt bør søge, at flygtninge- og migrantkrisen løses i et internationalt forpligtende samarbejde, hvor Danmark skal spille en aktiv rolle og til enhver tid respektere de internationale konventioner.
Historisk mange mennesker er på flugt. Men det nuværende asylsystem fungerer langt fra hverken retfærdigt eller hensigtsmæssigt. Det er bl.a. med til at understøtte en industri af menneskesmuglere, der udnytter andres ulykke, og hvor mange flygtninge udsættes for vold og overgreb eller mister livet på rejsen over Middelhavet. Folketinget konstaterer, at regeringen aktivt søger international tilslutning til et fremtidigt og mere humant asylsystem inden for gældende international ret.
På baggrund af det nuværende niveau for antallet af opholdstilladelser med henblik på asyl og familiesammenføring konstaterer Folketinget, at regeringen allerede i 2019 startede med at modtage en mindre gruppe særligt behandlingskrævende kvoteflygtninge, og at modtagelsen af kvoteflygtninge med særligt fokus på kvinder og børn kan genoptages i 2020.,Om at flygtninge- og migrantstrømmen fra Tyrkiet stoppes, inden den når ind over Danmarks grænser.",2019
7897,7974,356,"Forslaget blev vedtaget. For stemte 95 (S, V, DF, RV, SF, EL, KF, NB, LA, ALT og Sikandar Siddique (UFG)), imod stemte 0, hverken for eller imod stemte 0.",True,,9722,1,213070.0,2021-04-19T11:41:31.523,Møde i salen,Under forberedelse,Møde i salen,2019-10-01T12:00:00,2020-10-06T12:00:00,samling,Endelig vedtagelse,3. behandling,Behandlet/Vedtaget,[17 '3. behandling' '2015-04-17T11:36:50.753'],Lovforslag,[13 'Regeringsforslag' '2015-05-27T13:49:30.737'],Stadfæstet,"Forslag til lov om ændring af lov om erhvervsfremme. (Etablering af en whistleblowerordning for de erhvervsrettede covid-19-kompensationsordninger, som administreres af Erhvervsstyrelsen, og indførelse af særlig tavshedspligt).",Om etablering af en whistleblowerordning for erhvervsrettede covid-19-kompensationsordninger.,2019-10-01T12:00:00,2020-10-06T12:00:00,samling,"Forslaget blev vedtaget. For stemte 95 (S, V, DF, RV, SF, EL, KF, NB, LA, ALT og Sikandar Siddique (UFG)), imod stemte 0, hverken for eller imod stemte 0.,Forslag til lov om ændring af lov om erhvervsfremme. (Etablering af en whistleblowerordning for de erhvervsrettede covid-19-kompensationsordninger, som administreres af Erhvervsstyrelsen, og indførelse af særlig tavshedspligt).,Om etablering af en whistleblowerordning for erhvervsrettede covid-19-kompensationsordninger.",2019
7898,7975,357,"Forslaget blev vedtaget. For stemte 95 (S, V, DF, RV, SF, EL, KF, NB, LA, ALT og Sikandar Siddique (UFG)), imod stemte 0, hverken for eller imod stemte 0.",True,,9722,1,209270.0,2021-04-19T11:42:49.3,Møde i salen,Under forberedelse,Møde i salen,2019-10-01T12:00:00,2020-10-06T12:00:00,samling,Endelig vedtagelse,3. behandling,Behandlet/Vedtaget,[17 '3. behandling' '2015-04-17T11:36:50.753'],Lovforslag,[13 'Regeringsforslag' '2015-05-27T13:49:30.737'],Stadfæstet,"Forslag til lov om ændring af lov om miljøbeskyttelse. (Implementering af affaldsdirektivets minimumskrav til eksisterende udvidede producentansvarsordninger, indførelse af udvidet producentansvar for emballage og modernisering af indsamling og behandling af elektronikaffald). ",Om implementering af affaldsdirektivets minimumskrav til eksisterende udvidede producentansvarsordninger m.v.,2019-10-01T12:00:00,2020-10-06T12:00:00,samling,"Forslaget blev vedtaget. For stemte 95 (S, V, DF, RV, SF, EL, KF, NB, LA, ALT og Sikandar Siddique (UFG)), imod stemte 0, hverken for eller imod stemte 0.,Forslag til lov om ændring af lov om miljøbeskyttelse. (Implementering af affaldsdirektivets minimumskrav til eksisterende udvidede producentansvarsordninger, indførelse af udvidet producentansvar for emballage og modernisering af indsamling og behandling af elektronikaffald). ,Om implementering af affaldsdirektivets minimumskrav til eksisterende udvidede producentansvarsordninger m.v.",2019
7899,7976,358,"Forslaget blev vedtaget. For stemte 95 (S, V, DF, RV, SF, EL, KF, NB, LA, ALT og Sikandar Siddique (UFG)), imod stemte 0, hverken for eller imod stemte 0.",True,,9722,1,211367.0,2021-04-19T11:44:06.12,Møde i salen,Under forberedelse,Møde i salen,2019-10-01T12:00:00,2020-10-06T12:00:00,samling,Endelig vedtagelse,3. behandling,Behandlet/Vedtaget,[17 '3. behandling' '2015-04-17T11:36:50.753'],Lovforslag,[13 'Regeringsforslag' '2015-05-27T13:49:30.737'],Stadfæstet,Forslag til lov om ændring af lov om miljøbeskyttelse og lov om Sund og Bælt Holding A/S. (Digital håndhævelse af miljøzoner og ændring af trinkrav for lastbiler og busser).,Om digital håndhævelse af miljøzoner og ændring af trinkrav for lastbiler og busser.,2019-10-01T12:00:00,2020-10-06T12:00:00,samling,"Forslaget blev vedtaget. For stemte 95 (S, V, DF, RV, SF, EL, KF, NB, LA, ALT og Sikandar Siddique (UFG)), imod stemte 0, hverken for eller imod stemte 0.,Forslag til lov om ændring af lov om miljøbeskyttelse og lov om Sund og Bælt Holding A/S. (Digital håndhævelse af miljøzoner og ændring af trinkrav for lastbiler og busser).,Om digital håndhævelse af miljøzoner og ændring af trinkrav for lastbiler og busser.",2019
7900,7977,359,"Forslaget blev vedtaget. For stemte 95 (S, V, DF, RV, SF, EL, KF, NB, LA, ALT og Sikandar Siddique (UFG)), imod stemte 0, hverken for eller imod stemte 0.",True,,9722,1,211027.0,2021-04-19T11:45:08.363,Møde i salen,Under forberedelse,Møde i salen,2019-10-01T12:00:00,2020-10-06T12:00:00,samling,Endelig vedtagelse,3. behandling,Behandlet/Vedtaget,[17 '3. behandling' '2015-04-17T11:36:50.753'],Lovforslag,[13 'Regeringsforslag' '2015-05-27T13:49:30.737'],Stadfæstet,"Forslag til lov om ændring af lov om plantenyheder og lov om planter og plantesundhed m.v. (Opgaver i forbindelse med sortslistegodkendelse og certificering, herunder delegation til private aktører, og gebyrfinansiering af visse af opgaverne).",Om plantenyheder og opgaver i forbindelse med sortlistegodkendelse m.v.,2019-10-01T12:00:00,2020-10-06T12:00:00,samling,"Forslaget blev vedtaget. For stemte 95 (S, V, DF, RV, SF, EL, KF, NB, LA, ALT og Sikandar Siddique (UFG)), imod stemte 0, hverken for eller imod stemte 0.,Forslag til lov om ændring af lov om plantenyheder og lov om planter og plantesundhed m.v. (Opgaver i forbindelse med sortslistegodkendelse og certificering, herunder delegation til private aktører, og gebyrfinansiering af visse af opgaverne).,Om plantenyheder og opgaver i forbindelse med sortlistegodkendelse m.v.",2019
7901,7978,360,"Forslaget blev vedtaget. For stemte 95 (S, V, DF, RV, SF, EL, KF, NB, LA, ALT og Sikandar Siddique (UFG)), imod stemte 0, hverken for eller imod stemte 0.",True,,9722,1,209502.0,2021-04-19T11:46:01.723,Møde i salen,Under forberedelse,Møde i salen,2019-10-01T12:00:00,2020-10-06T12:00:00,samling,Endelig vedtagelse,3. behandling,Behandlet/Vedtaget,[17 '3. behandling' '2015-04-17T11:36:50.753'],Lovforslag,[13 'Regeringsforslag' '2015-05-27T13:49:30.737'],Stadfæstet,Forslag til lov om ædle metaller og konfliktmineraler.,Om ædle metaller og konfliktmineraler.,2019-10-01T12:00:00,2020-10-06T12:00:00,samling,"Forslaget blev vedtaget. For stemte 95 (S, V, DF, RV, SF, EL, KF, NB, LA, ALT og Sikandar Siddique (UFG)), imod stemte 0, hverken for eller imod stemte 0.,Forslag til lov om ædle metaller og konfliktmineraler.,Om ædle metaller og konfliktmineraler.",2019
7902,7979,361,"Forslaget blev vedtaget. For stemte 83 (S, V, DF, RV, SF, EL, ALT og Sikandar Siddique (UFG)), imod stemte 9 (KF og LA), hverken for eller imod stemte 3 (NB).",True,,9722,1,210921.0,2021-04-19T11:47:22.37,Møde i salen,Under forberedelse,Møde i salen,2019-10-01T12:00:00,2020-10-06T12:00:00,samling,Endelig vedtagelse,3. behandling,Behandlet/Vedtaget,[17 '3. behandling' '2015-04-17T11:36:50.753'],Lovforslag,[13 'Regeringsforslag' '2015-05-27T13:49:30.737'],Stadfæstet,"Forslag til lov om ændring af lov om forbrugslånsvirksomheder, lov om markedsføring og lov om finansiel virksomhed. (Opgør med kviklån m.v.).",Om opgør med kviklån m.v.,2019-10-01T12:00:00,2020-10-06T12:00:00,samling,"Forslaget blev vedtaget. For stemte 83 (S, V, DF, RV, SF, EL, ALT og Sikandar Siddique (UFG)), imod stemte 9 (KF og LA), hverken for eller imod stemte 3 (NB).,Forslag til lov om ændring af lov om forbrugslånsvirksomheder, lov om markedsføring og lov om finansiel virksomhed. (Opgør med kviklån m.v.).,Om opgør med kviklån m.v.",2019
7903,7980,362,"Forslaget blev vedtaget. For stemte 95 (S, V, DF, RV, SF, EL, KF, NB, LA, ALT og Sikandar Siddique (UFG)), imod stemte 0, hverken for eller imod stemte 0.",True,,9722,1,213387.0,2021-04-19T11:48:21.72,Møde i salen,Under forberedelse,Møde i salen,2019-10-01T12:00:00,2020-10-06T12:00:00,samling,Endelig vedtagelse,3. behandling,Behandlet/Vedtaget,[17 '3. behandling' '2015-04-17T11:36:50.753'],Lovforslag,[13 'Regeringsforslag' '2015-05-27T13:49:30.737'],Stadfæstet,Forslag til lov om produkter og markedsovervågning.,Om produkter og markedsovervågning.,2019-10-01T12:00:00,2020-10-06T12:00:00,samling,"Forslaget blev vedtaget. For stemte 95 (S, V, DF, RV, SF, EL, KF, NB, LA, ALT og Sikandar Siddique (UFG)), imod stemte 0, hverken for eller imod stemte 0.,Forslag til lov om produkter og markedsovervågning.,Om produkter og markedsovervågning.",2019
7904,7981,363,"Forslaget blev vedtaget. For stemte 90 (S, V, DF, RV, SF, EL, KF, ALT og Sikandar Siddique (UFG)), imod stemte 5 (NB og LA), hverken for eller imod stemte 0.",True,,9722,1,213392.0,2021-04-19T11:49:56.037,Møde i salen,Under forberedelse,Møde i salen,2019-10-01T12:00:00,2020-10-06T12:00:00,samling,Endelig vedtagelse,3. behandling,Behandlet/Vedtaget,[17 '3. behandling' '2015-04-17T11:36:50.753'],Lovforslag,[13 'Regeringsforslag' '2015-05-27T13:49:30.737'],Stadfæstet,Forslag til lov om salg og markedsføring af lattergas til forbrugere.,Om salg og markedsføring af lattergas til forbrugere.,2019-10-01T12:00:00,2020-10-06T12:00:00,samling,"Forslaget blev vedtaget. For stemte 90 (S, V, DF, RV, SF, EL, KF, ALT og Sikandar Siddique (UFG)), imod stemte 5 (NB og LA), hverken for eller imod stemte 0.,Forslag til lov om salg og markedsføring af lattergas til forbrugere.,Om salg og markedsføring af lattergas til forbrugere.",2019
